Customer ID,Gender,Age,Income,Spending,Category
CUST0626,Female,34,71924,5761,Home Appliances
CUST0627,Male,27,23726,6242,Home Appliances
CUST0628,Female,47,109152,5726,Accessories
CUST0629,Male,63,47723,8887,Automotive
CUST0630,Male,40,146969,8572,Automotive
CUST0631,Male,49,123110,523,Electronics
CUST0632,Female,34,120494,7099,Electronics
CUST0633,Male,34,29108,4349,Automotive
CUST0634,Male,31,97714,1850,Furniture
CUST0635,Female,26,55643,4857,Home Appliances
CUST0636,Female,57,51324,2067,Furniture
CUST0637,Male,19,123896,4188,Home Appliances
CUST0638,Male,62,103360,4278,Automotive
CUST0639,Female,42,130896,7889,Electronics
CUST0640,Female,56,28927,3046,Electronics
CUST0641,Female,26,113680,9741,Furniture
CUST0642,Female,39,116546,5494,Electronics
CUST0643,Female,60,42443,7980,Automotive
CUST0644,Male,63,99973,5175,Furniture
CUST0645,Female,21,83449,7330,Home Appliances
CUST0646,Male,43,129834,1631,Electronics
CUST0647,Male,46,125314,3090,Accessories
CUST0648,Male,62,96743,7255,Electronics
CUST0649,Female,51,141805,4593,Home Appliances
CUST0650,Male,40,80233,9435,Furniture
CUST0651,Male,54,45537,1033,Home Appliances
CUST0652,Female,28,121293,1560,Accessories
CUST0653,Male,23,97576,2823,Automotive
CUST0654,Male,35,127522,385,Electronics
CUST0655,Female,38,42612,364,Furniture
CUST0656,Male,59,113977,6916,Automotive
CUST0657,Male,53,26471,1862,Home Appliances
CUST0658,Male,58,55631,140,Furniture
CUST0659,Female,55,148449,5927,Automotive
CUST0660,Female,51,128997,8359,Furniture
CUST0661,Female,34,112059,1087,Accessories
CUST0662,Male,54,51348,7904,Accessories
CUST0663,Male,42,84732,7889,Electronics
CUST0664,Female,55,21177,5817,Electronics
CUST0665,Male,29,24760,3298,Accessories
CUST0666,Male,40,52779,5474,Furniture
CUST0667,Female,59,41636,4890,Accessories
CUST0668,Female,39,101889,7283,Electronics
CUST0669,Male,38,73551,2624,Accessories
CUST0670,Male,44,31556,9377,Accessories
CUST0671,Male,48,47598,2579,Furniture
CUST0672,Female,23,31563,9985,Automotive
CUST0673,Female,44,66819,5254,Electronics
CUST0674,Female,57,129326,878,Furniture
CUST0675,Female,51,93770,9877,Accessories
CUST0676,Male,29,111055,1592,Accessories
CUST0677,Female,62,46966,760,Automotive
CUST0678,Female,24,140133,1448,Electronics
CUST0679,Female,27,101709,9591,Electronics
CUST0680,Female,62,79889,7951,Home Appliances
CUST0681,Female,34,46987,7256,Electronics
CUST0682,Male,43,98714,2144,Automotive
CUST0683,Male,38,124874,7468,Home Appliances
CUST0684,Female,45,78348,3616,Home Appliances
CUST0685,Male,63,44596,9350,Accessories
CUST0686,Female,19,53174,9268,Accessories
CUST0687,Female,60,84106,4677,Electronics
CUST0688,Male,18,127510,827,Home Appliances
CUST0689,Male,53,89967,7568,Accessories
CUST0690,Female,43,79182,442,Automotive
CUST0691,Female,46,113300,1547,Accessories
CUST0692,Female,38,107163,6681,Accessories
CUST0693,Male,28,59310,6417,Home Appliances
CUST0694,Female,57,76088,626,Home Appliances
CUST0695,Female,28,148803,6848,Furniture
CUST0696,Female,53,28906,505,Automotive
CUST0697,Male,56,56914,8086,Home Appliances
CUST0698,Female,57,130350,9865,Electronics
CUST0699,Female,52,65379,3840,Automotive
CUST0700,Male,51,98612,1946,Automotive
CUST0701,Female,64,134828,1578,Home Appliances
CUST0702,Female,41,147445,871,Automotive
CUST0703,Male,39,57650,5625,Home Appliances
CUST0704,Female,22,66881,8870,Accessories
CUST0705,Male,50,66413,293,Furniture
CUST0706,Male,53,26012,2107,Accessories
CUST0707,Female,64,70115,1285,Home Appliances
CUST0708,Female,37,27151,2494,Home Appliances
CUST0709,Female,36,77716,9402,Accessories
CUST0710,Female,52,113747,4105,Electronics
CUST0711,Male,60,112653,7529,Electronics
CUST0712,Female,34,56378,2361,Electronics
CUST0713,Male,62,62652,3836,Home Appliances
CUST0714,Female,60,92430,6816,Automotive
CUST0715,Female,51,33467,4975,Home Appliances
CUST0716,Female,26,51010,9021,Automotive
CUST0717,Male,43,148647,4478,Accessories
CUST0718,Female,19,141999,7915,Furniture
CUST0719,Female,26,134793,3551,Automotive
CUST0720,Female,26,74691,7716,Electronics
CUST0721,Female,57,84157,9936,Home Appliances
CUST0722,Male,34,128177,2900,Accessories
CUST0723,Female,18,32289,8433,Electronics
CUST0724,Male,42,64976,5510,Accessories
CUST0725,Male,60,63596,1555,Furniture
CUST0726,Male,57,43171,6992,Home Appliances
CUST0727,Male,59,120441,5908,Home Appliances
CUST0728,Male,42,146296,6896,Furniture
CUST0729,Male,56,106365,4896,Home Appliances
CUST0730,Female,52,138218,5193,Automotive
CUST0731,Male,20,119590,1425,Accessories
CUST0732,Male,54,134014,5076,Electronics
CUST0733,Male,61,64139,9505,Furniture
CUST0734,Female,61,68713,1259,Automotive
CUST0735,Female,47,49734,4750,Electronics
CUST0736,Male,55,92588,5087,Electronics
CUST0737,Female,51,83646,4797,Furniture
CUST0738,Male,29,23654,440,Automotive
CUST0739,Male,36,109022,3928,Electronics
CUST0740,Female,54,38743,2068,Electronics
CUST0741,Male,61,68368,803,Automotive
CUST0742,Female,34,110025,5582,Home Appliances
CUST0743,Female,27,94172,6476,Electronics
CUST0744,Male,64,26441,1900,Accessories
CUST0745,Male,29,139735,5563,Automotive
CUST0746,Female,33,44611,5012,Electronics
CUST0747,Male,41,139891,4748,Furniture
CUST0748,Male,36,127971,955,Accessories
CUST0749,Male,25,32149,2966,Electronics
CUST0750,Female,48,120102,282,Accessories
CUST0751,Female,38,79189,3212,Accessories
CUST0752,Male,34,127904,5770,Home Appliances
CUST0753,Female,40,41675,4592,Accessories
CUST0754,Female,54,91031,5923,Home Appliances
CUST0755,Female,33,62668,1617,Automotive
CUST0756,Female,23,33673,5102,Home Appliances
CUST0757,Female,25,149582,1456,Furniture
CUST0758,Male,42,96666,3729,Electronics
CUST0759,Male,35,108204,3728,Automotive
CUST0760,Male,42,100758,8310,Automotive
CUST0761,Female,29,85429,6232,Furniture
CUST0762,Female,32,43669,9424,Home Appliances
CUST0763,Male,43,54068,6688,Electronics
CUST0764,Female,58,108789,3411,Home Appliances
CUST0765,Male,62,29435,6148,Accessories
CUST0766,Male,43,114088,6346,Home Appliances
CUST0767,Male,64,72249,1087,Automotive
CUST0768,Female,49,57384,3421,Electronics
CUST0769,Female,27,148782,4715,Home Appliances
CUST0770,Male,33,101929,8465,Electronics
CUST0771,Male,24,147959,3841,Electronics
CUST0772,Male,34,96153,3152,Accessories
CUST0773,Male,40,124056,6674,Accessories
CUST0774,Female,43,95388,826,Automotive
CUST0775,Female,38,51401,3860,Furniture
CUST0776,Male,39,145511,5906,Electronics
CUST0777,Male,24,91831,1975,Furniture
CUST0778,Female,31,139503,7093,Automotive
CUST0779,Female,32,135760,4133,Electronics
CUST0780,Male,24,121529,5543,Electronics
CUST0781,Male,26,147834,1089,Furniture
CUST0782,Male,65,54084,3844,Home Appliances
CUST0783,Female,25,140387,8711,Accessories
CUST0784,Female,40,130641,693,Home Appliances
CUST0785,Female,46,125111,1874,Furniture
CUST0786,Male,35,75826,1035,Accessories
CUST0787,Male,48,56451,3908,Home Appliances
CUST0788,Female,47,27227,431,Accessories
CUST0789,Female,56,51910,8022,Electronics
CUST0790,Male,52,56041,2802,Home Appliances
CUST0791,Female,35,108920,5989,Accessories
CUST0792,Female,59,85681,5154,Accessories
CUST0793,Male,56,123314,3968,Accessories
CUST0794,Female,34,101571,4300,Home Appliances
CUST0795,Male,31,85481,301,Automotive
CUST0796,Male,48,88576,2597,Home Appliances
CUST0797,Male,41,127958,1942,Furniture
CUST0798,Male,52,149265,9201,Home Appliances
CUST0799,Male,61,147556,4758,Accessories
CUST0800,Male,62,84174,7644,Electronics
CUST0801,Male,51,46160,7818,Home Appliances
CUST0802,Female,20,135170,870,Home Appliances
CUST0803,Male,54,137867,3255,Accessories
CUST0804,Male,60,37633,1728,Electronics
CUST0805,Female,57,114880,486,Electronics
CUST0806,Female,43,37014,6131,Furniture
CUST0807,Female,40,100532,6539,Home Appliances
CUST0808,Male,61,69104,6501,Electronics
CUST0809,Female,56,61621,4108,Electronics
CUST0810,Male,32,97231,2566,Automotive
CUST0811,Male,21,88388,2382,Automotive
CUST0812,Male,46,36014,1956,Electronics
CUST0813,Male,39,112578,8080,Furniture
CUST0814,Female,42,53755,2098,Electronics
CUST0815,Female,30,60390,5576,Accessories
CUST0816,Male,35,43711,9528,Home Appliances
CUST0817,Male,50,111658,4769,Furniture
CUST0818,Male,33,77993,9442,Accessories
CUST0819,Female,62,94696,4418,Furniture
CUST0820,Male,59,47213,7164,Accessories
CUST0821,Male,61,135788,7546,Home Appliances
CUST0822,Female,19,124956,1531,Home Appliances
CUST0823,Female,52,77784,5724,Automotive
CUST0824,Male,59,27421,7561,Accessories
CUST0825,Female,51,106936,1919,Automotive
CUST0826,Female,47,119073,1230,Accessories
CUST0827,Male,30,37727,6663,Automotive
CUST0828,Female,30,132418,2758,Home Appliances
CUST0829,Male,35,24358,3600,Furniture
CUST0830,Female,49,85108,8666,Automotive
CUST0831,Male,49,146609,2220,Accessories
CUST0832,Male,52,114018,4120,Accessories
CUST0833,Male,56,144457,3359,Home Appliances
CUST0834,Female,63,52117,1923,Accessories
CUST0835,Male,46,108700,1574,Electronics
CUST0836,Female,46,51910,2342,Furniture
CUST0837,Male,61,146888,3343,Automotive
CUST0838,Male,33,118032,7090,Furniture
CUST0839,Female,61,75754,5260,Home Appliances
CUST0840,Male,64,82438,3234,Automotive
CUST0841,Male,27,129847,2170,Automotive
CUST0842,Female,47,49371,459,Electronics
CUST0843,Male,42,71501,1241,Home Appliances
CUST0844,Male,56,80946,1735,Accessories
CUST0845,Male,37,58467,4100,Electronics
CUST0846,Male,22,37625,3461,Electronics
CUST0847,Female,18,53893,6683,Furniture
CUST0848,Female,47,96329,7935,Furniture
CUST0849,Male,20,51007,106,Furniture
CUST0850,Female,62,111302,3367,Electronics
CUST0851,Male,31,59532,6664,Accessories
CUST0852,Female,47,74253,9883,Automotive
CUST0853,Male,21,32323,5028,Furniture
CUST0854,Male,35,131335,2706,Accessories
CUST0855,Male,54,132356,6006,Home Appliances
CUST0856,Male,42,130944,3373,Furniture
CUST0857,Male,65,93379,7711,Automotive
CUST0858,Male,18,34210,1013,Home Appliances
CUST0859,Female,63,36456,2111,Home Appliances
CUST0860,Male,32,51367,1542,Automotive
CUST0861,Female,26,74624,5646,Furniture
CUST0862,Male,32,30106,1929,Electronics
CUST0863,Female,41,123493,8867,Automotive
CUST0864,Female,21,88008,6568,Automotive
CUST0865,Female,29,145926,1029,Automotive
CUST0866,Male,54,135395,3799,Home Appliances
CUST0867,Male,54,136492,9755,Accessories
CUST0868,Female,60,92240,1154,Electronics
CUST0869,Male,23,84315,5844,Furniture
CUST0870,Female,56,89249,2000,Furniture
CUST0871,Male,63,90587,9749,Accessories
CUST0872,Female,41,30756,7080,Automotive
CUST0873,Female,28,88011,7169,Electronics
CUST0874,Male,30,56378,9691,Furniture
CUST0875,Female,51,24255,3515,Furniture
CUST0876,Male,42,34484,542,Automotive
CUST0877,Female,24,145703,6318,Accessories
CUST0878,Female,21,76549,4752,Electronics
CUST0879,Male,25,54503,8039,Accessories
CUST0880,Male,37,144465,7933,Accessories
CUST0881,Male,46,93794,9470,Electronics
CUST0882,Female,62,145941,7697,Electronics
CUST0883,Male,63,126283,4558,Furniture
CUST0884,Female,27,120732,6691,Furniture
CUST0885,Female,60,65113,9549,Electronics
CUST0886,Male,51,125730,2409,Home Appliances
CUST0887,Male,43,94069,6368,Furniture
CUST0888,Female,58,118117,1010,Home Appliances
CUST0889,Female,20,25249,4440,Electronics
CUST0890,Male,23,145654,4109,Furniture
CUST0891,Male,22,139979,6728,Accessories
CUST0892,Male,22,39201,2269,Electronics
CUST0893,Male,64,145541,2272,Automotive
CUST0894,Male,40,78576,5768,Home Appliances
CUST0895,Female,26,138562,6413,Electronics
CUST0896,Female,52,145281,8415,Electronics
CUST0897,Female,37,29686,8136,Furniture
CUST0898,Female,59,132413,6889,Furniture
CUST0899,Male,52,73363,885,Furniture
CUST0900,Male,35,117543,6239,Automotive
CUST0901,Male,34,20661,6444,Furniture
CUST0902,Female,41,64843,2516,Electronics
CUST0903,Female,20,115673,9088,Furniture
CUST0904,Male,49,80963,4254,Accessories
CUST0905,Male,52,133092,5719,Furniture
CUST0906,Female,55,62828,2036,Automotive
CUST0907,Female,30,68604,3907,Accessories
CUST0908,Male,64,30526,7251,Electronics
CUST0909,Male,42,88910,9593,Electronics
CUST0910,Female,26,45592,3336,Home Appliances
CUST0911,Male,21,48982,2452,Accessories
CUST0912,Male,31,20207,2032,Home Appliances
CUST0913,Male,54,120969,8656,Accessories
CUST0914,Female,51,137181,5016,Accessories
CUST0915,Female,28,108733,5598,Automotive
CUST0916,Female,58,118936,1046,Home Appliances
CUST0917,Female,20,144982,9669,Automotive
CUST0918,Female,45,145839,1539,Accessories
CUST0919,Female,46,88619,7830,Electronics
CUST0920,Female,26,49328,4957,Accessories
CUST0921,Male,20,66479,440,Automotive
CUST0922,Male,42,128427,482,Home Appliances
CUST0923,Male,51,40103,9848,Home Appliances
CUST0924,Male,29,59891,8591,Automotive
CUST0925,Male,59,30754,238,Home Appliances
CUST0926,Male,26,119983,458,Furniture
CUST0927,Male,32,101437,5031,Electronics
CUST0928,Female,57,118540,9814,Electronics
CUST0929,Female,42,92982,3556,Electronics
CUST0930,Male,22,122747,1727,Home Appliances
CUST0931,Male,28,75922,9595,Home Appliances
CUST0932,Female,51,68231,6726,Accessories
CUST0933,Male,41,49301,5104,Accessories
CUST0934,Male,32,111652,9426,Electronics
CUST0935,Female,55,140787,6752,Furniture
CUST0936,Male,25,146823,6516,Accessories
CUST0937,Female,22,82711,3270,Accessories
CUST0938,Male,65,61323,3935,Home Appliances
CUST0939,Female,43,38752,8117,Furniture
CUST0940,Female,35,117912,2251,Electronics
CUST0941,Female,23,102205,9529,Accessories
CUST0942,Male,54,118452,7005,Furniture
CUST0943,Female,65,33395,2934,Furniture
CUST0944,Male,30,105957,9290,Electronics
CUST0945,Male,45,141237,2667,Furniture
CUST0946,Male,22,76273,1407,Furniture
CUST0947,Male,30,147431,8948,Furniture
CUST0948,Female,34,111878,2760,Accessories
CUST0949,Female,57,24895,3830,Electronics
CUST0950,Male,62,139968,6307,Furniture
CUST0951,Male,49,135700,3262,Furniture
CUST0952,Female,46,96559,1240,Accessories
CUST0953,Male,20,30699,8558,Electronics
CUST0954,Female,57,85061,1808,Home Appliances
CUST0955,Male,51,29715,3730,Accessories
CUST0956,Male,57,39169,3311,Electronics
CUST0957,Female,44,145436,6638,Furniture
CUST0958,Male,30,138413,9802,Electronics
CUST0959,Female,62,36163,575,Electronics
CUST0960,Male,50,139264,7784,Electronics
CUST0961,Male,23,25782,9268,Home Appliances
CUST0962,Male,41,108177,1307,Electronics
CUST0963,Female,36,149772,2060,Home Appliances
CUST0964,Male,33,144481,657,Furniture
CUST0965,Male,57,104328,982,Home Appliances
CUST0966,Male,45,135028,4861,Furniture
CUST0967,Male,50,55585,5967,Furniture
CUST0968,Female,65,50682,7063,Home Appliances
CUST0969,Female,58,67864,7266,Accessories
CUST0970,Male,30,149992,8029,Automotive
CUST0971,Female,60,104416,5447,Electronics
CUST0972,Male,62,75114,7369,Automotive
CUST0973,Male,42,147810,9902,Electronics
CUST0974,Male,59,58067,8225,Electronics
CUST0975,Female,53,62685,2554,Furniture
CUST0976,Female,44,142262,4594,Electronics
CUST0977,Female,55,38073,2046,Electronics
CUST0978,Female,24,56035,2908,Home Appliances
CUST0979,Female,22,84977,6742,Automotive
CUST0980,Female,60,122710,3925,Home Appliances
CUST0981,Female,62,110373,3636,Electronics
CUST0982,Female,48,103362,6168,Furniture
CUST0983,Female,40,110517,3902,Home Appliances
CUST0984,Male,59,85450,4799,Home Appliances
CUST0985,Female,27,30382,2070,Accessories
CUST0986,Female,49,24437,5906,Electronics
CUST0987,Female,60,90971,6242,Furniture
CUST0988,Female,47,84612,2919,Home Appliances
CUST0989,Female,56,110355,9194,Home Appliances
CUST0990,Female,48,81929,464,Furniture
CUST0991,Female,35,122411,4358,Electronics
CUST0992,Female,53,117518,3219,Accessories
CUST0993,Female,19,118864,1963,Home Appliances
CUST0994,Female,31,32329,215,Accessories
CUST0995,Female,30,145605,7184,Automotive
CUST0996,Male,46,45169,8116,Electronics
CUST0997,Male,29,107468,2484,Automotive
CUST0998,Female,56,54594,4035,Automotive
CUST0999,Female,19,96957,7842,Automotive
CUST1000,Male,49,80631,5542,Electronics
